1.066666667	5.333333333
1.133333333	5.333333333
1.2	5.333333333
1.266666667	5.333333333
1.333333333	5.333333333
1.4	5.333333333
1.466666667	5.333333333
1.533333333	5.333333333
1.6	5.333333333
1.666666667	5.333333333
1.733333333	5.333333333
1.8	5.333333333
1.866666667	5.333333333
1.933333333	5.333333333
2	5.333333333
2.066666667	5.333333333
2.133333333	5.333333333
2.2	5.333333333
2.266666667	5.333333333
2.333333333	5.333333333
2.4	5.333333333
2.466666667	5.333333333
2.533333333	5.333333333
2.6	5.333333333
2.666666667	5.333333333
2.733333333	5.333333333
2.8	5.333333333
2.866666667	5.333333333
2.933333333	5.333333333
3	5.333333333
3.066666667	5.333333333
3.133333333	5.333333333
3.2	5.333333333
3.266666667	5.333333333
3.333333333	5.333333333
3.4	5.333333333
3.466666667	5.333333333
3.533333333	5.333333333
3.6	5.333333333
3.666666667	5.333333333
3.633333333	5.391333333
3.6	5.448666667
3.566666667	5.506666667
3.533333333	5.564
3.5	5.622
3.466666667	5.68
3.433333333	5.737333333
3.4	5.795333333
3.366666667	5.852666667
3.333333333	5.910666667
3.3	5.968666667
3.266666667	6.026
3.233333333	6.084
3.2	6.141333333
3.166666667	6.199333333
3.133333333	6.257333333
3.1	6.314666667
3.066666667	6.372666667
3.033333333	6.43
3	6.488
2.966666667	6.546
2.933333333	6.603333333
2.9	6.661333333
2.866666667	6.718666667
2.833333333	6.776666667
2.8	6.834666667
2.766666667	6.892
2.733333333	6.95
2.7	7.007333333
2.666666667	7.065333333
2.633333333	7.123333333
2.6	7.180666667
2.566666667	7.238666667
2.533333333	7.296
2.5	7.354
2.466666667	7.412
2.433333333	7.469333333
2.4	7.527333333
2.366666667	7.584666667
2.333333333	7.642666667
2.3	7.584666667
2.266666667	7.527333333
2.233333333	7.469333333
2.2	7.412
2.166666667	7.354
2.133333333	7.296
2.1	7.238666667
2.066666667	7.180666667
2.033333333	7.123333333
2	7.065333333
1.966666667	7.007333333
1.933333333	6.95
1.9	6.892
1.866666667	6.834666667
1.833333333	6.776666667
1.8	6.718666667
1.766666667	6.661333333
1.733333333	6.603333333
1.7	6.546
1.666666667	6.488
1.633333333	6.43
1.6	6.372666667
1.566666667	6.314666667
1.533333333	6.257333333
1.5	6.199333333
1.466666667	6.141333333
1.433333333	6.084
1.4	6.026
1.366666667	5.968666667
1.333333333	5.910666667
1.3	5.852666667
1.266666667	5.795333333
1.233333333	5.737333333
1.2	5.68
1.166666667	5.622
1.133333333	5.564
1.1	5.506666667
1.066666667	5.448666667
1.033333333	5.391333333
1	5.333333333
-3.6	5.333333333
-3.533333333	5.333333333
-3.466666667	5.333333333
-3.4	5.333333333
-3.333333333	5.333333333
-3.266666667	5.333333333
-3.2	5.333333333
-3.133333333	5.333333333
-3.066666667	5.333333333
-3	5.333333333
-2.933333333	5.333333333
-2.866666667	5.333333333
-2.8	5.333333333
-2.733333333	5.333333333
-2.666666667	5.333333333
-2.6	5.333333333
-2.533333333	5.333333333
-2.466666667	5.333333333
-2.4	5.333333333
-2.333333333	5.333333333
-2.266666667	5.333333333
-2.2	5.333333333
-2.133333333	5.333333333
-2.066666667	5.333333333
-2	5.333333333
-1.933333333	5.333333333
-1.866666667	5.333333333
-1.8	5.333333333
-1.733333333	5.333333333
-1.666666667	5.333333333
-1.6	5.333333333
-1.533333333	5.333333333
-1.466666667	5.333333333
-1.4	5.333333333
-1.333333333	5.333333333
-1.266666667	5.333333333
-1.2	5.333333333
-1.133333333	5.333333333
-1.066666667	5.333333333
-1	5.333333333
-1.033333333	5.391333333
-1.066666667	5.448666667
-1.1	5.506666667
-1.133333333	5.564
-1.166666667	5.622
-1.2	5.68
-1.233333333	5.737333333
-1.266666667	5.795333333
-1.3	5.852666667
-1.333333333	5.910666667
-1.366666667	5.968666667
-1.4	6.026
-1.433333333	6.084
-1.466666667	6.141333333
-1.5	6.199333333
-1.533333333	6.257333333
-1.566666667	6.314666667
-1.6	6.372666667
-1.633333333	6.43
-1.666666667	6.488
-1.7	6.546
-1.733333333	6.603333333
-1.766666667	6.661333333
-1.8	6.718666667
-1.833333333	6.776666667
-1.866666667	6.834666667
-1.9	6.892
-1.933333333	6.95
-1.966666667	7.007333333
-2	7.065333333
-2.033333333	7.123333333
-2.066666667	7.180666667
-2.1	7.238666667
-2.133333333	7.296
-2.166666667	7.354
-2.2	7.412
-2.233333333	7.469333333
-2.266666667	7.527333333
-2.3	7.584666667
-2.333333333	7.642666667
-2.366666667	7.584666667
-2.4	7.527333333
-2.433333333	7.469333333
-2.466666667	7.412
-2.5	7.354
-2.533333333	7.296
-2.566666667	7.238666667
-2.6	7.180666667
-2.633333333	7.123333333
-2.666666667	7.065333333
-2.7	7.007333333
-2.733333333	6.95
-2.766666667	6.892
-2.8	6.834666667
-2.833333333	6.776666667
-2.866666667	6.718666667
-2.9	6.661333333
-2.933333333	6.603333333
-2.966666667	6.546
-3	6.488
-3.033333333	6.43
-3.066666667	6.372666667
-3.1	6.314666667
-3.133333333	6.257333333
-3.166666667	6.199333333
-3.2	6.141333333
-3.233333333	6.084
-3.266666667	6.026
-3.3	5.968666667
-3.333333333	5.910666667
-3.366666667	5.852666667
-3.4	5.795333333
-3.433333333	5.737333333
-3.466666667	5.68
-3.5	5.622
-3.533333333	5.564
-3.566666667	5.506666667
-3.6	5.448666667
-3.633333333	5.391333333
-3.666666667	5.333333333
-1.266666667	3.333333333
-1.2	3.333333333
-1.133333333	3.333333333
-1.066666667	3.333333333
-1	3.333333333
-0.933333333	3.333333333
-0.866666667	3.333333333
-0.8	3.333333333
-0.733333333	3.333333333
-0.666666667	3.333333333
-0.6	3.333333333
-0.533333333	3.333333333
-0.466666667	3.333333333
-0.4	3.333333333
-0.333333333	3.333333333
-0.266666667	3.333333333
-0.2	3.333333333
-0.133333333	3.333333333
-0.066666667	3.333333333
0	3.333333333
0.066666667	3.333333333
0.133333333	3.333333333
0.2	3.333333333
0.266666667	3.333333333
0.333333333	3.333333333
0.4	3.333333333
0.466666667	3.333333333
0.533333333	3.333333333
0.6	3.333333333
0.666666667	3.333333333
0.733333333	3.333333333
0.8	3.333333333
0.866666667	3.333333333
0.933333333	3.333333333
1	3.333333333
1.066666667	3.333333333
1.133333333	3.333333333
1.2	3.333333333
1.266666667	3.333333333
1.333333333	3.333333333
1.3	3.391333333
1.266666667	3.448666667
1.233333333	3.506666667
1.2	3.564
1.166666667	3.622
1.133333333	3.68
1.1	3.737333333
1.066666667	3.795333333
1.033333333	3.852666667
1	3.910666667
0.966666667	3.968666667
0.933333333	4.026
0.9	4.084
0.866666667	4.141333333
0.833333333	4.199333333
0.8	4.257333333
0.766666667	4.314666667
0.733333333	4.372666667
0.7	4.43
0.666666667	4.488
0.633333333	4.546
0.6	4.603333333
0.566666667	4.661333333
0.533333333	4.718666667
0.5	4.776666667
0.466666667	4.834666667
0.433333333	4.892
0.4	4.95
0.366666667	5.007333333
0.333333333	5.065333333
0.3	5.123333333
0.266666667	5.180666667
0.233333333	5.238666667
0.2	5.296
0.166666667	5.354
0.133333333	5.412
0.1	5.469333333
0.066666667	5.527333333
0.033333333	5.584666667
0	5.642666667
-0.033333333	5.584666667
-0.066666667	5.527333333
-0.1	5.469333333
-0.133333333	5.412
-0.166666667	5.354
-0.2	5.296
-0.233333333	5.238666667
-0.266666667	5.180666667
-0.3	5.123333333
-0.333333333	5.065333333
-0.366666667	5.007333333
-0.4	4.95
-0.433333333	4.892
-0.466666667	4.834666667
-0.5	4.776666667
-0.533333333	4.718666667
-0.566666667	4.661333333
-0.6	4.603333333
-0.633333333	4.546
-0.666666667	4.488
-0.7	4.43
-0.733333333	4.372666667
-0.766666667	4.314666667
-0.8	4.257333333
-0.833333333	4.199333333
-0.866666667	4.141333333
-0.9	4.084
-0.933333333	4.026
-0.966666667	3.968666667
-1	3.910666667
-1.033333333	3.852666667
-1.066666667	3.795333333
-1.1	3.737333333
-1.133333333	3.68
-1.166666667	3.622
-1.2	3.564
-1.233333333	3.506666667
-1.266666667	3.448666667
-1.3	3.391333333
-1.333333333	3.333333333
21.06666667	2.666666667
21.13333333	2.666666667
21.2	2.666666667
21.26666667	2.666666667
21.33333333	2.666666667
21.4	2.666666667
21.46666667	2.666666667
21.53333333	2.666666667
21.6	2.666666667
21.66666667	2.666666667
21.73333333	2.666666667
21.8	2.666666667
21.86666667	2.666666667
21.93333333	2.666666667
22	2.666666667
22.06666667	2.666666667
22.13333333	2.666666667
22.2	2.666666667
22.26666667	2.666666667
22.33333333	2.666666667
22.4	2.666666667
22.46666667	2.666666667
22.53333333	2.666666667
22.6	2.666666667
22.66666667	2.666666667
22.73333333	2.666666667
22.8	2.666666667
22.86666667	2.666666667
22.93333333	2.666666667
23	2.666666667
23.06666667	2.666666667
23.13333333	2.666666667
23.2	2.666666667
23.26666667	2.666666667
23.33333333	2.666666667
23.4	2.666666667
23.46666667	2.666666667
23.53333333	2.666666667
23.6	2.666666667
23.66666667	2.666666667
23.73333333	2.666666667
23.8	2.666666667
23.86666667	2.666666667
23.93333333	2.666666667
24	2.666666667
24.06666667	2.666666667
24.13333333	2.666666667
24.2	2.666666667
24.26666667	2.666666667
24.33333333	2.666666667
24.3	2.724666667
24.26666667	2.782
24.23333333	2.84
24.2	2.897333333
24.16666667	2.955333333
24.13333333	3.013333333
24.1	3.070666667
24.06666667	3.128666667
24.03333333	3.186
24	3.244
23.96666667	3.302
23.93333333	3.359333333
23.9	3.417333333
23.86666667	3.474666667
23.83333333	3.532666667
23.8	3.590666667
23.76666667	3.648
23.73333333	3.706
23.7	3.763333333
23.66666667	3.821333333
23.63333333	3.879333333
23.6	3.936666667
23.56666667	3.994666667
23.53333333	4.052
23.5	4.11
23.46666667	4.168
